"gene"	"Mean_cloneA"	"Mean_cloneB_del7"	"log2fc"	"ExpressingCells_cloneA"	"nCells_cloneA"	"nCells_cloneB_del7"	"ExpressingCells_cloneB_del7"	"ExpressingFraction_cloneA"	"ExpressingFraction_cloneB_del7"	"chisq.test.p"	"fisher.test.p"	"wilcoxon"	"combined.fisher"	"p.adjusted"	"class"	"Name"
"SCN9A"	"SCN9A"	0.0258550428867664	0.133606218545332	0.107751175658565	584	248	6	11	0.0102739726027397	0.0443548387096774	0.00360874451866295	0.00278079488275041	0.00145611888287006	5.432768276557e-05	0.00058620240416183	"NA"	NA
"RP3-399L15.3"	"RP3-399L15.3"	0.0013273013172394	0.0773372855584198	0.0760099842411803	584	248	1	6	0.00171232876712329	0.0241935483870968	0.00461838453749323	0.00352258073155008	0.00115239206408563	5.44546478596061e-05	0.000587054688290873	"NA"	NA
"RAD21"	"RAD21"	0.322716515685952	0.504690523802993	0.181974008117041	584	248	68	50	0.116438356164384	0.201612903225806	0.0018548215746464	0.00221505451290469	0.00184613339795813	5.48256320402957e-05	0.000590043277741013	"NA"	NA
"ASCC3"	"ASCC3"	0.25377568715017	0.401054332769678	0.147278645619508	584	248	43	36	0.0736301369863014	0.145161290322581	0.00200055817436283	0.00183953444448956	0.00222311792235442	5.48283104602429e-05	0.000590043277741013	"NA"	NA
"ZNF107"	"ZNF107"	0.0158938070390926	0.1319524433782	0.116058636339108	584	248	7	12	0.011986301369863	0.0483870967741935	0.00306318984077337	0.00348007321482174	0.00117915448689805	5.50025061258535e-05	0.000591397772369019	"NA"	NA
"APOBEC3C"	"APOBEC3C"	1.17838448204565	1.47591243507845	0.297527953032798	584	248	168	103	0.287671232876712	0.415322580645161	0.000443193614449224	0.000488855689164955	0.00844125072584523	5.52878436795605e-05	0.000593943858878931	"NA"	NA
"AP001258.4"	"AP001258.4"	0.00398544205279453	0.0569054876942686	0.052920045641474	584	248	1	6	0.00171232876712329	0.0241935483870968	0.00461838453749323	0.00352258073155008	0.00117686629523024	5.55240213189208e-05	0.000595957828823083	"NA"	NA
"ATP5A1"	"ATP5A1"	2.09847309863133	2.62006481671963	0.521591718088295	584	248	301	159	0.51541095890411	0.641129032258065	0.00111452960503248	0.00102607425092416	0.00407640778757183	5.59835359653561e-05	0.000600363318205168	"up_in_cloneBdel7"	NA
"SSR2"	"SSR2"	0.475004045911095	0.698818724711119	0.223814678800024	584	248	92	63	0.157534246575342	0.254032258064516	0.00151028888463476	0.00175651130550105	0.00239098820892383	5.6195286261478e-05	0.000601612599078644	"NA"	NA
"CYB5R3"	"CYB5R3"	1.60660869121089	1.88343642451519	0.276827733304303	584	248	244	139	0.417808219178082	0.560483870967742	0.000214968767449094	0.000189771759970666	0.0221324641208793	5.61992337439103e-05	0.000601612599078644	"NA"	NA
"RP11-709A23.1"	"RP11-709A23.1"	0.0097502386513377	0.0721752562864074	0.0624250176350696	584	248	1	6	0.00171232876712329	0.0241935483870968	0.00461838453749323	0.00352258073155008	0.0011934483269088	5.62475329638745e-05	0.000601612599078644	"NA"	NA
"MAPKBP1"	"MAPKBP1"	0.0264344131031204	0.104184718689362	0.0777503055862416	584	248	6	11	0.0102739726027397	0.0443548387096774	0.00360874451866295	0.00278079488275041	0.00152218720882509	5.66048580643329e-05	0.000603932486132016	"NA"	NA
"WDR66"	"WDR66"	0.00754105265874987	0.0647681231084457	0.0572270704496958	584	248	1	6	0.00171232876712329	0.0241935483870968	0.00461838453749323	0.00352258073155008	0.00120182004399859	5.66125009474846e-05	0.000603932486132016	"NA"	NA
"PLCD3"	"PLCD3"	0.0109800518239826	0.0767860879565169	0.0658060361325343	584	248	1	6	0.00171232876712329	0.0241935483870968	0.00461838453749323	0.00352258073155008	0.00120182004399859	5.66125009474846e-05	0.000603932486132016	"NA"	NA
"WDR13"	"WDR13"	0.792447660074229	1.05503174107496	0.262584081000729	584	248	105	70	0.179794520547945	0.282258064516129	0.00126353209976569	0.00113044375355337	0.00377227427296101	5.69939037146908e-05	0.00060747160788585	"NA"	NA
"CCDC176"	"CCDC176"	0.0316981220139972	0.121049811793746	0.0893516897797488	584	248	6	11	0.0102739726027397	0.0443548387096774	0.00360874451866295	0.00278079488275041	0.00153572780555498	5.70705652495394e-05	0.000607480781242643	"NA"	NA
"PTMA"	"PTMA"	6.70613538776302	7.11072521786023	0.404589830097213	584	248	581	248	0.99486301369863	1	0.618131517467122	0.55858011328848	7.6487581912952e-06	5.70940583874665e-05	0.000607480781242643	"NA"	NA
"HHEX"	"HHEX"	1.37777981848907	1.69549413722738	0.317714318738313	584	248	232	131	0.397260273972603	0.528225806451613	0.000654770085554305	0.000576200065198862	0.00751343939438201	5.77959199572195e-05	0.0006144143150274	"NA"	NA
"SF1"	"SF1"	1.4262177512101	1.70918153475213	0.282963783542026	584	248	213	123	0.36472602739726	0.495967741935484	0.00055687002640942	0.000501198450675781	0.00874755293253118	5.84750223236033e-05	0.000621094073916328	"NA"	NA
"AGPAT3"	"AGPAT3"	0.0626242027154324	0.178299450293266	0.115675247577834	584	248	15	18	0.0256849315068493	0.0725806451612903	0.00291940770758566	0.00292460162604744	0.00150578472837303	5.8716306074028e-05	0.00062311597668847	"NA"	NA
"IRF1"	"IRF1"	1.60517241660239	2.00634588318843	0.401173466586032	584	248	259	142	0.443493150684932	0.57258064516129	0.000860110733008493	0.000828525265449352	0.00532107610124609	5.87758168048319e-05	0.000623177857263154	"NA"	NA
"RPL19"	"RPL19"	4.02682315380302	4.68261275615917	0.655789602356156	584	248	471	222	0.806506849315068	0.895161290322581	0.00241327455520747	0.00156871649452119	0.00281284290278574	5.88239968240392e-05	0.000623177857263154	"up_in_cloneBdel7"	NA
"TMEM205"	"TMEM205"	0.718508262260625	1.08890868097911	0.370400418718483	584	248	113	73	0.193493150684932	0.294354838709677	0.00191484116847763	0.00192571624085834	0.00230217383170612	5.90801932409742e-05	0.000625350557522976	"NA"	NA
"TSPYL5"	"TSPYL5"	0.0334420039723069	0.0953812191064398	0.0619392151341329	584	248	6	11	0.0102739726027397	0.0443548387096774	0.00360874451866295	0.00278079488275041	0.00159804419456677	5.92096024280455e-05	0.000625617299683662	"NA"	NA
"PEBP1"	"PEBP1"	3.60481723944355	4.21239270788644	0.607575468442888	584	248	421	206	0.720890410958904	0.830645161290323	0.00106572462412818	0.000798373310480246	0.00556791925367239	5.92274104666489e-05	0.000625617299683662	"up_in_cloneBdel7"	NA
"PPP1R18"	"PPP1R18"	1.13801261415623	1.50529527764039	0.367282663484163	584	248	165	100	0.282534246575342	0.403225806451613	0.000848295351038301	0.000831836053301843	0.00534699567306151	5.92587814917754e-05	0.000625617299683662	"NA"	NA
"ORAI1"	"ORAI1"	0.729191820324707	1.01203827467544	0.282846454350729	584	248	114	74	0.195205479452055	0.298387096774194	0.00155317487760424	0.00148243996559526	0.00302885866466729	5.97795691106266e-05	0.000630571385894506	"NA"	NA
"CEP170"	"CEP170"	0.806688038241924	1.10250910186735	0.295821063625422	584	248	141	87	0.241438356164384	0.350806451612903	0.00163149022133154	0.00162742867308466	0.00276196615988219	5.98386940108465e-05	0.000630651386663839	"NA"	NA
"CD320"	"CD320"	0.216892434322191	0.446838503621639	0.229946069299448	584	248	35	31	0.0599315068493151	0.125	0.00239352441047401	0.00289800503593314	0.00158266863635346	6.09665661308059e-05	0.000641631999227237	"NA"	NA
"LAGE3"	"LAGE3"	1.13869277045028	1.52486934912674	0.386176578676462	584	248	162	98	0.277397260273973	0.395161290322581	0.00107403630305094	0.00104924412071872	0.00437278433112967	6.09854539965084e-05	0.000641631999227237	"NA"	NA
"ORC6"	"ORC6"	0.0277682332315755	0.111627518106218	0.0838592848746424	584	248	7	12	0.011986301369863	0.0483870967741935	0.00306318984077337	0.00348007321482174	0.00132289087053526	6.11776605569917e-05	0.000642520848551204	"NA"	NA
"FAM102B"	"FAM102B"	0.0627015507380132	0.162637667893999	0.0999361171559858	584	248	15	18	0.0256849315068493	0.0725806451612903	0.00291940770758566	0.00292460162604744	0.00157494095845264	6.12061426194041e-05	0.000642520848551204	"NA"	NA
"NEK9"	"NEK9"	0.168985894712647	0.335634296202299	0.166648401489653	584	248	35	31	0.0599315068493151	0.125	0.00239352441047401	0.00289800503593314	0.00158999393559449	6.12274688959386e-05	0.000642520848551204	"NA"	NA
"PNRC1"	"PNRC1"	1.4426460849406	1.82398863668335	0.381342551742743	584	248	242	134	0.414383561643836	0.540322580645161	0.00110411612483701	0.00103981400153457	0.00447678804301529	6.18074121847124e-05	0.000648050981569958	"NA"	NA
"TADA1"	"TADA1"	0.178844190098495	0.316123719222872	0.137279529124377	584	248	38	33	0.0650684931506849	0.133064516129032	0.00210170104918794	0.00255924434412112	0.00182458392483208	6.19857727124867e-05	0.000649364653176359	"NA"	NA
"ATL3"	"ATL3"	0.118414272128006	0.288867249972307	0.170452977844301	584	248	24	24	0.0410958904109589	0.0967741935483871	0.00280695564683818	0.00298590034324145	0.00157460069235318	6.23789934493309e-05	0.000652925033230122	"NA"	NA
"ABT1"	"ABT1"	0.7384150529779	0.901933928095772	0.163518875117872	584	248	109	73	0.186643835616438	0.294354838709677	0.000819925800820335	0.000921270587603783	0.00513144838201101	6.26960612414642e-05	0.00065568291055603	"NA"	NA
"CSNK2B"	"CSNK2B"	0.72053133481879	1.03491234373037	0.314381008911584	584	248	141	86	0.241438356164384	0.346774193548387	0.00240457731750099	0.00217606456359046	0.00217949961744132	6.28833946921286e-05	0.000657080458969159	"NA"	NA
"CDC16"	"CDC16"	0.318358337854547	0.472628359669434	0.154270021814887	584	248	55	43	0.0941780821917808	0.173387096774194	0.00178169237411879	0.00207180036518636	0.00230670777943747	6.33283292714024e-05	0.000661165048604846	"NA"	NA
"CECR5"	"CECR5"	0.182850987484187	0.355547134613115	0.172696147128928	584	248	30	28	0.0513698630136986	0.112903225806452	0.00237206521548269	0.002581464094884	0.00187929412192106	6.42134575564827e-05	0.00066983449843233	"NA"	NA
"GHITM"	"GHITM"	1.65680558990551	2.08186016628717	0.425054576381657	584	248	233	131	0.398972602739726	0.528225806451613	0.000775884466303782	0.000758341880924473	0.00642201127848958	6.44428489093704e-05	0.000671654769382501	"NA"	NA
"TIMMDC1"	"TIMMDC1"	0.172028021924868	0.36615133463046	0.194123312705592	584	248	34	30	0.0582191780821918	0.120967741935484	0.00302996260394629	0.00270479480113096	0.0018054957479149	6.46069329923092e-05	0.000672791857101188	"NA"	NA
"ARHGAP10"	"ARHGAP10"	0.0491664829126767	0.143475940003884	0.0943094570912069	584	248	7	12	0.011986301369863	0.0483870967741935	0.00306318984077337	0.00348007321482174	0.00140956686255686	6.48747178089858e-05	0.000675005992441114	"NA"	NA
"RP11-295P9.3"	"RP11-295P9.3"	0.0208223864979183	0.149807754645509	0.128985368147591	584	248	5	10	0.00856164383561644	0.0403225806451613	0.00417532560389655	0.00319515258891994	0.00153916621640158	6.5027211482087e-05	0.000675642637081191	"NA"	NA
"TRPT1"	"TRPT1"	0.093138244469291	0.255233398023669	0.162095153554378	584	248	18	20	0.0308219178082192	0.0806451612903226	0.00300595919410121	0.00309020240107945	0.00159194621555166	6.50463408370091e-05	0.000675642637081191	"NA"	NA
"CENPV"	"CENPV"	0.128781038753366	0.307954585180127	0.17917354642676	584	248	24	24	0.0410958904109589	0.0967741935483871	0.00280695564683818	0.00298590034324145	0.0016522450987924	6.52174723473001e-05	0.000676845624802005	"NA"	NA
"PTK7"	"PTK7"	0.0133844483249725	0.0953261326155877	0.0819416842906151	584	248	5	10	0.00856164383561644	0.0403225806451613	0.00417532560389655	0.00319515258891994	0.00154642505298258	6.53106375539863e-05	0.000677238102636082	"NA"	NA
"SOD1"	"SOD1"	1.90622235871381	2.53110144235337	0.624879083639553	584	248	271	143	0.464041095890411	0.576612903225806	0.00379466603895846	0.00313211868482971	0.00159567942778664	6.60042094363222e-05	0.000683850556022725	"up_in_cloneBdel7"	NA
"RP11-165P7.1"	"RP11-165P7.1"	0.0190160756818169	0.112914717371792	0.0938986416899752	584	248	5	10	0.00856164383561644	0.0403225806451613	0.00417532560389655	0.00319515258891994	0.00158319442465549	6.67446600429274e-05	0.000690937106840321	"NA"	NA
"TPMT"	"TPMT"	0.184886002501169	0.281648843534101	0.0967628410329318	584	248	33	30	0.0565068493150685	0.120967741935484	0.00212934253543123	0.00233885459892877	0.00216787773047059	6.68885775825237e-05	0.000691669445304442	"NA"	NA
"SMIM13"	"SMIM13"	0.0510308209021305	0.134584620845864	0.0835537999437337	584	248	7	12	0.011986301369863	0.0483870967741935	0.00306318984077337	0.00348007321482174	0.00145790667395865	6.69284589114465e-05	0.000691669445304442	"NA"	NA
"ANXA2"	"ANXA2"	1.7819997229141	2.3163234834245	0.534323760510395	584	248	236	131	0.404109589041096	0.528225806451613	0.00127401793371928	0.00103821090680595	0.00490811276124504	6.71970405297016e-05	0.000693859061537071	"up_in_cloneBdel7"	NA
"C6orf25"	"C6orf25"	0.521932762688577	0.787422970237761	0.265490207549184	584	248	88	60	0.150684931506849	0.241935483870968	0.00229480905412226	0.00209571068317052	0.00244093034263013	6.74386433300945e-05	0.00069576664400256	"NA"	NA
"MRPL2"	"MRPL2"	0.348619967236297	0.559394750439785	0.210774783203489	584	248	61	46	0.104452054794521	0.185483870967742	0.00206684264431429	0.00211581450741147	0.00242687899122111	6.76742547838317e-05	0.000697609251503761	"NA"	NA
"CLN5"	"CLN5"	0.930276907156833	1.30887884861578	0.378601941458947	584	248	144	88	0.246575342465753	0.354838709677419	0.00192978201972282	0.00175184473063939	0.00295166153038778	6.81129173064769e-05	0.000701540114614522	"NA"	NA
"HNRNPDL"	"HNRNPDL"	2.27593157997331	2.73902931580247	0.463097735829157	584	248	318	168	0.544520547945205	0.67741935483871	0.000500059399717454	0.000396997037638246	0.0130894382080492	6.84246578751987e-05	0.000704158211741742	"NA"	NA
"MPHOSPH6"	"MPHOSPH6"	0.144438762376329	0.282832146360887	0.138393383984557	584	248	27	26	0.0462328767123288	0.104838709677419	0.00260429680963077	0.00280460532643926	0.00186045131721687	6.8684554844752e-05	0.000706238834521332	"NA"	NA
"CAMTA1"	"CAMTA1"	1.43421498993982	1.81797480231577	0.383759812375946	584	248	218	124	0.373287671232877	0.5	0.000897569299219699	0.000905516339362262	0.00580185524241935	6.91204063580715e-05	0.000710123671030531	"NA"	NA
"RPF1"	"RPF1"	1.07988557937525	1.47994792606887	0.400062346693612	584	248	170	100	0.291095890410959	0.403225806451613	0.00207766161478765	0.0020590894898603	0.00259024480577237	7.00907623404711e-05	0.00071948873154195	"NA"	NA
"KHSRP"	"KHSRP"	0.0530316237641598	0.129099629975618	0.076068006211458	584	248	18	20	0.0308219178082192	0.0806451612903226	0.00300595919410121	0.00309020240107945	0.00173563732109653	7.04540098664364e-05	0.000722611286442343	"NA"	NA
"G6PD"	"G6PD"	0.0244959096580958	0.105323381408335	0.0808274717502395	584	248	5	10	0.00856164383561644	0.0403225806451613	0.00417532560389655	0.00319515258891994	0.00169047311653661	7.09132075299719e-05	0.00072671189894199	"NA"	NA
"BST1"	"BST1"	0.161206568841351	0.354557860524048	0.193351291682697	584	248	32	29	0.0547945205479452	0.116935483870968	0.00269944421027798	0.00324865898461888	0.00166460765020951	7.09911079596175e-05	0.00072690142007856	"NA"	NA
"TMEM230"	"TMEM230"	1.16382952607496	1.54957077895827	0.385741252883308	584	248	181	106	0.309931506849315	0.42741935483871	0.00146639216294477	0.00140260358283993	0.00387162390807398	7.12652792899038e-05	0.000729098626581323	"NA"	NA
"UBE2F"	"UBE2F"	0.464914565822657	0.67011055313272	0.205195987310062	584	248	78	55	0.133561643835616	0.221774193548387	0.0021231625464302	0.00190253625461505	0.0029081446835738	7.25069426039125e-05	0.000741182079951106	"NA"	NA
"RTN3"	"RTN3"	0.454802354635219	0.655146702244555	0.200344347609337	584	248	83	58	0.142123287671233	0.233870967741935	0.00177471162232841	0.00169037609377148	0.00327635137262223	7.25724916132303e-05	0.00074123289430675	"NA"	NA
"POLR2I"	"POLR2I"	0.404679568394347	0.710612340371556	0.305932771977209	584	248	78	54	0.133561643835616	0.217741935483871	0.00332219646378238	0.00353015179260885	0.00157113692395933	7.26703547758313e-05	0.00074161339536036	"NA"	NA
"HSP90AA1"	"HSP90AA1"	4.56512284618155	5.21543457683995	0.650311730658397	584	248	476	225	0.815068493150685	0.907258064516129	0.00121450975249758	0.00080674216040102	0.00690333810278262	7.29469929130687e-05	0.000743816171070257	"up_in_cloneBdel7"	NA
"VWA5A"	"VWA5A"	0.0456102467570279	0.148429752769237	0.102819506012209	584	248	11	15	0.0188356164383562	0.0604838709677419	0.00327818235683548	0.00351326806752613	0.00158941513373629	7.31263605810109e-05	0.000745024269832848	"NA"	NA
"ZNF195"	"ZNF195"	0.303744914964913	0.528124060143277	0.224379145178363	584	248	53	41	0.0907534246575342	0.165322580645161	0.0028067444290092	0.00265173401490509	0.00211691803883121	7.34826451279992e-05	0.000748031319289682	"NA"	NA
"MDH2"	"MDH2"	1.01668235160621	1.39113332880218	0.374450977195973	584	248	145	89	0.248287671232877	0.358870967741935	0.00157342543201287	0.00136542818817954	0.00412014530277388	7.36308467574815e-05	0.000748916908499205	"NA"	NA
"LY6G5C"	"LY6G5C"	0.0539410721978745	0.174642488391616	0.120701416193741	584	248	11	15	0.0188356164383562	0.0604838709677419	0.00327818235683548	0.00351326806752613	0.00160661403541709	7.38569034892485e-05	0.000750592251739572	"NA"	NA
"SPTB"	"SPTB"	0.242110095230916	0.392040711927697	0.14993061669678	584	248	47	38	0.0804794520547945	0.153225806451613	0.00233479618491104	0.00247448004058102	0.00228564513665921	7.39936620659151e-05	0.000751358048994637	"NA"	NA
"TMEM219"	"TMEM219"	2.32449581414653	2.85354051180304	0.529044697656515	584	248	275	152	0.470890410958904	0.612903225806452	0.00023983716559172	0.000198546711724216	0.0285422201089658	7.41287452683415e-05	0.000752105578029375	"up_in_cloneBdel7"	NA
"CTB-31O20.2"	"CTB-31O20.2"	0.19003698164191	0.338258649776722	0.148221668134812	584	248	37	32	0.0633561643835616	0.129032258064516	0.00265891778484115	0.00239881570856276	0.00237894567539142	7.46080753893161e-05	0.000756341682239994	"NA"	NA
"TBCB"	"TBCB"	1.74112029828535	2.27281430444309	0.531694006157736	584	248	233	130	0.398972602739726	0.524193548387097	0.00113385214251699	0.00100499078492116	0.00569082145154822	7.47598406016664e-05	0.000757252822518204	"up_in_cloneBdel7"	NA
"SENP7"	"SENP7"	0.176894708202252	0.305296320513713	0.128401612311461	584	248	35	31	0.0599315068493151	0.125	0.00239352441047401	0.00289800503593314	0.00200316455855028	7.57968534399334e-05	0.000767121835145595	"NA"	NA
"MRPS2"	"MRPS2"	0.117904597428157	0.273135977015851	0.155231379587694	584	248	18	20	0.0308219178082192	0.0806451612903226	0.00300595919410121	0.00309020240107945	0.00188559976146149	7.60584920104214e-05	0.000769133643173154	"NA"	NA
"MRPL21"	"MRPL21"	0.998735018569697	1.38238433345134	0.383649314881646	584	248	136	85	0.232876712328767	0.342741935483871	0.00139256526935861	0.00145482041949808	0.00404481456909763	7.67523894154351e-05	0.000775509691896998	"NA"	NA
"ZNF91"	"ZNF91"	0.227014004958942	0.482877887608994	0.255863882650052	584	248	41	34	0.0702054794520548	0.137096774193548	0.00318457550031315	0.00332754229292718	0.0017968938480677	7.78928608151668e-05	0.000786383700440909	"NA"	NA
"NUP210"	"NUP210"	0.187676581489508	0.341700898714214	0.154024317224706	584	248	39	33	0.0667808219178082	0.133064516129032	0.0029232664607842	0.00282595774317199	0.00213527138870871	7.85534618706151e-05	0.000792399142167227	"NA"	NA
